Document_ID,True_Label,True_Category,Cluster
106,2,sci.space,3
107,2,sci.space,1
108,1,comp.graphics,2
109,3,talk.religion.misc,3
110,1,comp.graphics,3
111,1,comp.graphics,2
112,0,alt.atheism,3
113,0,alt.atheism,0
114,0,alt.atheism,3
115,2,sci.space,1
116,3,talk.religion.misc,3
117,2,sci.space,2
118,2,sci.space,2
119,3,talk.religion.misc,3
120,3,talk.religion.misc,0
121,0,alt.atheism,2
122,0,alt.atheism,3
123,0,alt.atheism,3
124,1,comp.graphics,2
125,2,sci.space,3
126,0,alt.atheism,3
127,1,comp.graphics,3
128,3,talk.religion.misc,3
129,0,alt.atheism,3
130,1,comp.graphics,2
131,0,alt.atheism,3
132,1,comp.graphics,2
133,0,alt.atheism,3
134,3,talk.religion.misc,3
135,3,talk.religion.misc,0
136,3,talk.religion.misc,0
137,3,talk.religion.misc,0
138,3,talk.religion.misc,3
139,0,alt.atheism,3
140,1,comp.graphics,3
141,0,alt.atheism,3
142,2,sci.space,1
143,0,alt.atheism,3
144,0,alt.atheism,3
145,0,alt.atheism,3
146,1,comp.graphics,2
147,2,sci.space,1
148,3,talk.religion.misc,3
149,3,talk.religion.misc,3
150,2,sci.space,1
151,2,sci.space,3
152,1,comp.graphics,2
153,1,comp.graphics,2
154,0,alt.atheism,3
155,0,alt.atheism,3
156,0,alt.atheism,3
157,2,sci.space,1
158,1,comp.graphics,2
159,2,sci.space,3
160,1,comp.graphics,2
161,0,alt.atheism,3
162,1,comp.graphics,2
163,1,comp.graphics,2
164,2,sci.space,1
165,3,talk.religion.misc,0
166,1,comp.graphics,2
167,2,sci.space,2
168,3,talk.religion.misc,3
169,0,alt.atheism,3
170,0,alt.atheism,3
171,3,talk.religion.misc,3
172,2,sci.space,1
173,1,comp.graphics,2
174,0,alt.atheism,0
175,3,talk.religion.misc,3
176,1,comp.graphics,2
177,2,sci.space,3
178,0,alt.atheism,0
179,2,sci.space,1
180,2,sci.space,1
181,3,talk.religion.misc,3
182,2,sci.space,3
183,3,talk.religion.misc,3
184,2,sci.space,3
185,1,comp.graphics,2
186,2,sci.space,3
187,3,talk.religion.misc,3
188,3,talk.religion.misc,3
189,2,sci.space,3
190,2,sci.space,1
191,0,alt.atheism,3
192,1,comp.graphics,2
193,2,sci.space,3
194,2,sci.space,3
195,2,sci.space,2
196,2,sci.space,1
197,1,comp.graphics,2
198,1,comp.graphics,2
199,3,talk.religion.misc,0
200,2,sci.space,1
201,2,sci.space,3
202,3,talk.religion.misc,3
203,3,talk.religion.misc,3
204,2,sci.space,3
205,1,comp.graphics,3
206,0,alt.atheism,3
207,2,sci.space,3
208,1,comp.graphics,3
209,0,alt.atheism,0
210,2,sci.space,2
211,3,talk.religion.misc,0
212,2,sci.space,1
213,2,sci.space,3
214,3,talk.religion.misc,3
215,0,alt.atheism,3
216,2,sci.space,3
217,1,comp.graphics,2
218,1,comp.graphics,3
219,0,alt.atheism,3
220,2,sci.space,3
221,2,sci.space,1
222,1,comp.graphics,2
223,2,sci.space,1
224,1,comp.graphics,2
225,3,talk.religion.misc,0
226,2,sci.space,3
227,3,talk.religion.misc,0
228,1,comp.graphics,2
229,2,sci.space,3
230,2,sci.space,1
231,1,comp.graphics,2
232,0,alt.atheism,3
233,2,sci.space,1
234,1,comp.graphics,2
235,2,sci.space,1
236,3,talk.religion.misc,3
237,1,comp.graphics,3
238,0,alt.atheism,3
239,1,comp.graphics,2
240,0,alt.atheism,3
241,0,alt.atheism,3
242,2,sci.space,1
243,0,alt.atheism,0
244,1,comp.graphics,2
245,1,comp.graphics,2
246,1,comp.graphics,3
247,2,sci.space,3
248,3,talk.religion.misc,3
249,2,sci.space,1
250,1,comp.graphics,3
251,2,sci.space,1
252,1,comp.graphics,2
253,1,comp.graphics,2
254,0,alt.atheism,3
255,1,comp.graphics,2
256,3,talk.religion.misc,0
257,0,alt.atheism,0
258,1,comp.graphics,2
259,1,comp.graphics,2
260,1,comp.graphics,2
261,3,talk.religion.misc,3
262,0,alt.atheism,3
263,2,sci.space,1
264,3,talk.religion.misc,3
265,0,alt.atheism,3
266,2,sci.space,3
267,1,comp.graphics,2
268,2,sci.space,1
269,0,alt.atheism,3
270,0,alt.atheism,3
271,2,sci.space,3
272,3,talk.religion.misc,3
273,2,sci.space,1
274,2,sci.space,1
275,1,comp.graphics,2
276,2,sci.space,2
277,3,talk.religion.misc,3
278,3,talk.religion.misc,3
279,3,talk.religion.misc,3
280,2,sci.space,1
281,3,talk.religion.misc,3
282,3,talk.religion.misc,3
283,3,talk.religion.misc,0
284,3,talk.religion.misc,3
285,3,talk.religion.misc,0
286,1,comp.graphics,2
287,0,alt.atheism,0
288,2,sci.space,1
289,3,talk.religion.misc,0
290,2,sci.space,1
291,3,talk.religion.misc,0
292,1,comp.graphics,2
293,0,alt.atheism,3
294,0,alt.atheism,3
295,1,comp.graphics,2
296,1,comp.graphics,2
297,1,comp.graphics,2
298,1,comp.graphics,2
299,0,alt.atheism,3
300,3,talk.religion.misc,3
301,0,alt.atheism,3
302,1,comp.graphics,2
303,2,sci.space,1
304,3,talk.religion.misc,0
305,0,alt.atheism,0
306,1,comp.graphics,2
307,2,sci.space,3
308,3,talk.religion.misc,0
309,1,comp.graphics,3
310,3,talk.religion.misc,0
311,2,sci.space,1
312,2,sci.space,1
313,3,talk.religion.misc,0
314,3,talk.religion.misc,0
315,2,sci.space,1
316,3,talk.religion.misc,3
317,3,talk.religion.misc,0
318,0,alt.atheism,0
319,1,comp.graphics,2
320,3,talk.religion.misc,3
321,1,comp.graphics,3
322,1,comp.graphics,2
323,2,sci.space,3
324,2,sci.space,3
325,2,sci.space,3
326,3,talk.religion.misc,3
327,1,comp.graphics,2
328,1,comp.graphics,2
329,2,sci.space,3
330,0,alt.atheism,3
331,0,alt.atheism,3
332,0,alt.atheism,3
333,3,talk.religion.misc,3
334,2,sci.space,1
335,0,alt.atheism,3
336,2,sci.space,3
337,1,comp.graphics,2
338,2,sci.space,3
339,1,comp.graphics,3
340,0,alt.atheism,3
341,2,sci.space,1
342,1,comp.graphics,2
343,2,sci.space,1
344,1,comp.graphics,2
345,2,sci.space,1
346,2,sci.space,1
347,2,sci.space,3
348,1,comp.graphics,2
349,0,alt.atheism,3
350,2,sci.space,1
351,3,talk.religion.misc,0
352,2,sci.space,1
353,3,talk.religion.misc,3
354,1,comp.graphics,2
355,0,alt.atheism,3
356,3,talk.religion.misc,3
357,3,talk.religion.misc,3
358,2,sci.space,2
359,3,talk.religion.misc,3
360,0,alt.atheism,3
361,1,comp.graphics,2
362,2,sci.space,1
363,2,sci.space,3
364,1,comp.graphics,2
365,2,sci.space,3
366,1,comp.graphics,3
367,0,alt.atheism,0
368,3,talk.religion.misc,3
369,3,talk.religion.misc,3
370,3,talk.religion.misc,3
371,0,alt.atheism,3
372,3,talk.religion.misc,3
373,2,sci.space,3
374,1,comp.graphics,2
375,1,comp.graphics,2
376,2,sci.space,1
377,2,sci.space,1
378,2,sci.space,1
379,1,comp.graphics,2
380,1,comp.graphics,2
381,1,comp.graphics,2
382,1,comp.graphics,2
383,1,comp.graphics,2
384,1,comp.graphics,2
385,2,sci.space,3
386,3,talk.religion.misc,3
387,1,comp.graphics,2
388,3,talk.religion.misc,0
389,1,comp.graphics,2
390,2,sci.space,1
391,0,alt.atheism,3
392,1,comp.graphics,2
393,3,talk.religion.misc,3
394,1,comp.graphics,2
395,2,sci.space,3
396,0,alt.atheism,3
397,1,comp.graphics,3
398,3,talk.religion.misc,3
399,0,alt.atheism,0
400,2,sci.space,3
401,3,talk.religion.misc,3
402,1,comp.graphics,2
403,0,alt.atheism,3
404,1,comp.graphics,2
405,1,comp.graphics,2
406,3,talk.religion.misc,3
407,2,sci.space,3
408,2,sci.space,1
409,0,alt.atheism,3
410,1,comp.graphics,2
411,0,alt.atheism,3
412,1,comp.graphics,2
413,1,comp.graphics,2
414,2,sci.space,1
415,3,talk.religion.misc,3
416,2,sci.space,3
417,2,sci.space,3
418,1,comp.graphics,2
419,2,sci.space,1
420,0,alt.atheism,3
421,1,comp.graphics,2
422,2,sci.space,3
423,3,talk.religion.misc,3
424,2,sci.space,1
425,1,comp.graphics,2
426,1,comp.graphics,2
427,1,comp.graphics,2
428,0,alt.atheism,3
429,1,comp.graphics,2
430,0,alt.atheism,0
431,1,comp.graphics,2
432,1,comp.graphics,2
433,1,comp.graphics,2
434,1,comp.graphics,2
435,3,talk.religion.misc,0
436,1,comp.graphics,2
437,3,talk.religion.misc,3
438,2,sci.space,1
439,3,talk.religion.misc,3
440,0,alt.atheism,3
441,0,alt.atheism,3
442,2,sci.space,1
443,2,sci.space,2
444,0,alt.atheism,3
445,0,alt.atheism,3
446,2,sci.space,3
447,1,comp.graphics,2
448,2,sci.space,3
449,2,sci.space,3
450,1,comp.graphics,2
451,0,alt.atheism,0
452,1,comp.graphics,2
453,1,comp.graphics,2
454,1,comp.graphics,2
455,2,sci.space,1
456,1,comp.graphics,2
457,1,comp.graphics,2
458,2,sci.space,1
459,0,alt.atheism,0
460,2,sci.space,3
461,2,sci.space,1
462,2,sci.space,1
463,3,talk.religion.misc,0
464,1,comp.graphics,3
465,2,sci.space,2
466,3,talk.religion.misc,0
467,0,alt.atheism,3
468,2,sci.space,3
469,0,alt.atheism,3
470,3,talk.religion.misc,3
471,2,sci.space,1
472,2,sci.space,3
473,0,alt.atheism,3
474,1,comp.graphics,2
475,2,sci.space,1
476,2,sci.space,3
477,2,sci.space,3
478,0,alt.atheism,0
479,3,talk.religion.misc,3
480,0,alt.atheism,3
481,3,talk.religion.misc,3
482,2,sci.space,1
483,0,alt.atheism,3
484,3,talk.religion.misc,3
485,2,sci.space,3
486,0,alt.atheism,3
487,1,comp.graphics,2
488,1,comp.graphics,2
489,3,talk.religion.misc,3
490,3,talk.religion.misc,3
491,2,sci.space,2
492,2,sci.space,1
493,0,alt.atheism,3
494,3,talk.religion.misc,3
495,2,sci.space,1
496,0,alt.atheism,3
497,3,talk.religion.misc,3
498,2,sci.space,1
499,3,talk.religion.misc,0
500,1,comp.graphics,2
501,2,sci.space,2
502,1,comp.graphics,3
503,2,sci.space,1
504,1,comp.graphics,2
505,0,alt.atheism,0
506,1,comp.graphics,2
507,2,sci.space,1
508,0,alt.atheism,3
509,3,talk.religion.misc,0
510,1,comp.graphics,2
511,3,talk.religion.misc,3
512,3,talk.religion.misc,3
513,2,sci.space,1
514,3,talk.religion.misc,3
515,3,talk.religion.misc,3
516,3,talk.religion.misc,0
517,0,alt.atheism,0
518,1,comp.graphics,2
519,1,comp.graphics,2
520,1,comp.graphics,2
521,2,sci.space,1
522,2,sci.space,1
523,0,alt.atheism,0
524,1,comp.graphics,3
525,2,sci.space,3
526,0,alt.atheism,3
527,2,sci.space,3
528,3,talk.religion.misc,3
529,3,talk.religion.misc,3
530,3,talk.religion.misc,0
531,2,sci.space,2
532,3,talk.religion.misc,3
533,2,sci.space,3
534,1,comp.graphics,3
535,0,alt.atheism,3
536,1,comp.graphics,2
537,3,talk.religion.misc,3
538,2,sci.space,1
539,1,comp.graphics,2
540,2,sci.space,1
541,2,sci.space,1
542,2,sci.space,3
543,1,comp.graphics,2
544,2,sci.space,1
545,1,comp.graphics,2
546,0,alt.atheism,3
547,1,comp.graphics,2
548,1,comp.graphics,3
549,1,comp.graphics,2
550,2,sci.space,2
551,0,alt.atheism,0
552,1,comp.graphics,3
553,1,comp.graphics,3
554,2,sci.space,1
555,0,alt.atheism,3
556,0,alt.atheism,3
557,0,alt.atheism,3
558,1,comp.graphics,3
559,2,sci.space,3
560,1,comp.graphics,2
561,1,comp.graphics,2
562,3,talk.religion.misc,3
563,3,talk.religion.misc,0
564,2,sci.space,1
565,3,talk.religion.misc,3
566,0,alt.atheism,3
567,1,comp.graphics,2
568,1,comp.graphics,2
569,0,alt.atheism,3
570,3,talk.religion.misc,3
571,2,sci.space,3
572,0,alt.atheism,3
573,1,comp.graphics,2
574,3,talk.religion.misc,3
575,1,comp.graphics,2
576,2,sci.space,1
577,0,alt.atheism,3
578,3,talk.religion.misc,0
579,0,alt.atheism,3
580,0,alt.atheism,3
581,1,comp.graphics,2
582,1,comp.graphics,2
583,0,alt.atheism,3
584,3,talk.religion.misc,3
585,1,comp.graphics,3
586,0,alt.atheism,3
587,2,sci.space,3
588,0,alt.atheism,3
589,1,comp.graphics,2
590,3,talk.religion.misc,3
591,0,alt.atheism,3
592,1,comp.graphics,2
593,3,talk.religion.misc,0
594,3,talk.religion.misc,3
595,2,sci.space,3
596,1,comp.graphics,2
597,1,comp.graphics,2
598,0,alt.atheism,3
599,3,talk.religion.misc,3
600,2,sci.space,1
601,0,alt.atheism,0
602,0,alt.atheism,3
603,2,sci.space,3
604,2,sci.space,2
605,3,talk.religion.misc,3
606,2,sci.space,2
607,2,sci.space,3
608,2,sci.space,2
609,3,talk.religion.misc,0
610,1,comp.graphics,2
611,2,sci.space,3
612,1,comp.graphics,3
613,3,talk.religion.misc,0
614,3,talk.religion.misc,3
615,0,alt.atheism,3
616,0,alt.atheism,3
617,3,talk.religion.misc,0
618,0,alt.atheism,3
619,0,alt.atheism,3
620,1,comp.graphics,2
621,0,alt.atheism,3
622,3,talk.religion.misc,3
623,2,sci.space,2
624,0,alt.atheism,3
625,1,comp.graphics,3
626,1,comp.graphics,2
627,2,sci.space,1
628,2,sci.space,1
629,1,comp.graphics,2
630,3,talk.religion.misc,3
631,2,sci.space,1
632,1,comp.graphics,2
633,1,comp.graphics,2
634,3,talk.religion.misc,0
635,1,comp.graphics,2
636,1,comp.graphics,2
637,1,comp.graphics,3
638,3,talk.religion.misc,3
639,1,comp.graphics,2
640,0,alt.atheism,0
641,0,alt.atheism,3
642,1,comp.graphics,3
643,0,alt.atheism,3
644,2,sci.space,1
645,0,alt.atheism,3
646,2,sci.space,1
647,2,sci.space,3
648,2,sci.space,3
649,3,talk.religion.misc,3
650,0,alt.atheism,3
651,2,sci.space,1
652,2,sci.space,3
653,3,talk.religion.misc,3
654,1,comp.graphics,2
655,3,talk.religion.misc,3
656,2,sci.space,1
657,1,comp.graphics,3
658,0,alt.atheism,3
659,2,sci.space,3
660,3,talk.religion.misc,3
661,1,comp.graphics,2
662,2,sci.space,1
663,0,alt.atheism,0
664,1,comp.graphics,3
665,0,alt.atheism,3
666,0,alt.atheism,3
667,3,talk.religion.misc,3
668,0,alt.atheism,0
669,0,alt.atheism,0
670,0,alt.atheism,3
671,2,sci.space,3
672,2,sci.space,1
673,0,alt.atheism,3
674,2,sci.space,1
675,2,sci.space,3
676,1,comp.graphics,3
677,2,sci.space,3
678,2,sci.space,3
679,3,talk.religion.misc,2
680,1,comp.graphics,2
681,2,sci.space,3
682,2,sci.space,2
683,3,talk.religion.misc,3
684,2,sci.space,1
685,2,sci.space,3
686,3,talk.religion.misc,3
687,3,talk.religion.misc,3
688,1,comp.graphics,2
689,3,talk.religion.misc,3
690,0,alt.atheism,3
691,1,comp.graphics,3
692,2,sci.space,1
693,3,talk.religion.misc,3
694,2,sci.space,2
695,2,sci.space,3
696,1,comp.graphics,3
697,0,alt.atheism,3
698,3,talk.religion.misc,3
699,1,comp.graphics,2
700,1,comp.graphics,2
701,1,comp.graphics,2
702,2,sci.space,1
703,1,comp.graphics,2
704,1,comp.graphics,2
705,2,sci.space,3
706,0,alt.atheism,3
707,1,comp.graphics,2
708,1,comp.graphics,3
709,2,sci.space,1
710,1,comp.graphics,3
711,1,comp.graphics,2
712,2,sci.space,1
713,2,sci.space,1
714,3,talk.religion.misc,3
715,2,sci.space,1
716,2,sci.space,3
717,3,talk.religion.misc,3
718,3,talk.religion.misc,3
719,0,alt.atheism,3
720,0,alt.atheism,3
721,1,comp.graphics,2
722,3,talk.religion.misc,0
723,2,sci.space,1
724,2,sci.space,3
725,2,sci.space,1
726,1,comp.graphics,2
727,3,talk.religion.misc,0
728,1,comp.graphics,2
729,1,comp.graphics,2
730,2,sci.space,1
731,1,comp.graphics,2
732,1,comp.graphics,2
733,0,alt.atheism,0
734,0,alt.atheism,3
735,0,alt.atheism,3
736,0,alt.atheism,3
737,3,talk.religion.misc,3
738,0,alt.atheism,3
739,3,talk.religion.misc,0
740,2,sci.space,3
741,0,alt.atheism,0
742,0,alt.atheism,3
743,2,sci.space,1
744,1,comp.graphics,2
745,0,alt.atheism,3
746,1,comp.graphics,2
747,0,alt.atheism,3
748,1,comp.graphics,2
749,0,alt.atheism,3
750,2,sci.space,1
751,0,alt.atheism,3
752,0,alt.atheism,3
753,2,sci.space,3
754,2,sci.space,2
755,2,sci.space,3
756,1,comp.graphics,2
757,0,alt.atheism,0
758,3,talk.religion.misc,3
759,2,sci.space,1
760,0,alt.atheism,3
761,1,comp.graphics,2
762,2,sci.space,1
763,2,sci.space,3
764,2,sci.space,3
765,2,sci.space,1
766,0,alt.atheism,3
767,1,comp.graphics,2
768,1,comp.graphics,2
769,1,comp.graphics,3
770,1,comp.graphics,3
771,1,comp.graphics,2
772,2,sci.space,3
773,1,comp.graphics,2
774,3,talk.religion.misc,3
775,2,sci.space,3
776,1,comp.graphics,2
777,2,sci.space,1
778,2,sci.space,1
779,2,sci.space,3
780,1,comp.graphics,2
781,3,talk.religion.misc,3
782,1,comp.graphics,2
783,0,alt.atheism,3
784,0,alt.atheism,3
785,2,sci.space,1
786,1,comp.graphics,2
787,3,talk.religion.misc,3
788,2,sci.space,3
789,1,comp.graphics,2
790,1,comp.graphics,2
791,3,talk.religion.misc,3
792,0,alt.atheism,3
793,1,comp.graphics,2
794,2,sci.space,1
795,2,sci.space,3
796,3,talk.religion.misc,0
797,2,sci.space,3
798,2,sci.space,3
799,0,alt.atheism,0
800,2,sci.space,1
801,3,talk.religion.misc,3
802,2,sci.space,1
803,2,sci.space,2
804,2,sci.space,1
805,1,comp.graphics,2
806,2,sci.space,3
807,2,sci.space,2
808,3,talk.religion.misc,1
809,3,talk.religion.misc,3
810,0,alt.atheism,3
811,0,alt.atheism,3
812,0,alt.atheism,3
813,0,alt.atheism,3
814,0,alt.atheism,3
815,2,sci.space,1
816,0,alt.atheism,0
817,2,sci.space,1
818,1,comp.graphics,2
819,1,comp.graphics,2
820,2,sci.space,3
821,3,talk.religion.misc,3
822,0,alt.atheism,3
823,1,comp.graphics,3
824,1,comp.graphics,2
825,3,talk.religion.misc,3
826,2,sci.space,3
827,1,comp.graphics,3
828,0,alt.atheism,3
829,2,sci.space,1
830,2,sci.space,1
831,0,alt.atheism,3
832,0,alt.atheism,3
833,3,talk.religion.misc,0
834,3,talk.religion.misc,3
835,2,sci.space,2
836,3,talk.religion.misc,0
837,3,talk.religion.misc,3
838,3,talk.religion.misc,3
839,2,sci.space,1
840,3,talk.religion.misc,3
841,0,alt.atheism,3
842,1,comp.graphics,2
843,2,sci.space,1
844,2,sci.space,3
845,0,alt.atheism,3
846,2,sci.space,3
847,3,talk.religion.misc,3
848,0,alt.atheism,3
849,1,comp.graphics,2
850,2,sci.space,3
851,0,alt.atheism,3
852,1,comp.graphics,2
853,1,comp.graphics,3
854,1,comp.graphics,2
855,1,comp.graphics,2
856,0,alt.atheism,0
857,0,alt.atheism,3
858,2,sci.space,1
859,2,sci.space,0
860,2,sci.space,3
861,1,comp.graphics,2
862,0,alt.atheism,3
863,2,sci.space,1
864,0,alt.atheism,3
865,3,talk.religion.misc,3
866,0,alt.atheism,3
867,1,comp.graphics,2
868,1,comp.graphics,2
869,3,talk.religion.misc,3
870,1,comp.graphics,2
871,0,alt.atheism,3
872,2,sci.space,1
873,0,alt.atheism,3
874,2,sci.space,2
875,3,talk.religion.misc,3
876,0,alt.atheism,2
877,2,sci.space,1
878,2,sci.space,1
879,3,talk.religion.misc,3
880,0,alt.atheism,3
881,1,comp.graphics,2
882,3,talk.religion.misc,3
883,1,comp.graphics,2
884,1,comp.graphics,2
885,1,comp.graphics,2
886,0,alt.atheism,3
887,1,comp.graphics,2
888,3,talk.religion.misc,3
889,3,talk.religion.misc,3
890,2,sci.space,3
891,1,comp.graphics,3
892,1,comp.graphics,2
893,2,sci.space,1
894,0,alt.atheism,0
895,3,talk.religion.misc,3
896,1,comp.graphics,2
897,0,alt.atheism,3
898,2,sci.space,3
899,1,comp.graphics,2
900,3,talk.religion.misc,3
901,3,talk.religion.misc,3
902,1,comp.graphics,3
903,2,sci.space,1
904,1,comp.graphics,2
905,1,comp.graphics,2
906,1,comp.graphics,2
907,1,comp.graphics,2
908,2,sci.space,1
909,2,sci.space,1
910,3,talk.religion.misc,3
911,2,sci.space,1
912,0,alt.atheism,3
913,1,comp.graphics,2
914,0,alt.atheism,3
915,1,comp.graphics,2
916,1,comp.graphics,2
917,0,alt.atheism,3
918,0,alt.atheism,3
919,0,alt.atheism,3
920,2,sci.space,1
921,2,sci.space,1
922,1,comp.graphics,2
923,2,sci.space,1
924,3,talk.religion.misc,0
925,1,comp.graphics,2
926,1,comp.graphics,2
927,2,sci.space,1
928,2,sci.space,3
929,1,comp.graphics,2
930,2,sci.space,3
931,3,talk.religion.misc,3
932,3,talk.religion.misc,3
933,3,talk.religion.misc,3
934,0,alt.atheism,3
935,1,comp.graphics,3
936,0,alt.atheism,0
937,0,alt.atheism,3
938,2,sci.space,3
939,3,talk.religion.misc,0
940,2,sci.space,1
941,2,sci.space,3
942,0,alt.atheism,0
943,1,comp.graphics,3
944,1,comp.graphics,3
945,2,sci.space,1
946,2,sci.space,1
947,1,comp.graphics,2
948,2,sci.space,1
949,1,comp.graphics,3
950,2,sci.space,1
951,1,comp.graphics,2
952,3,talk.religion.misc,0
953,2,sci.space,1
954,2,sci.space,1
955,0,alt.atheism,3
956,2,sci.space,3
957,1,comp.graphics,2
958,1,comp.graphics,2
959,1,comp.graphics,2
960,0,alt.atheism,3
961,3,talk.religion.misc,0
962,2,sci.space,1
963,1,comp.graphics,2
964,0,alt.atheism,3
965,0,alt.atheism,3
966,3,talk.religion.misc,0
967,3,talk.religion.misc,3
968,0,alt.atheism,3
969,1,comp.graphics,2
970,1,comp.graphics,2
971,1,comp.graphics,2
972,3,talk.religion.misc,3
973,2,sci.space,3
974,3,talk.religion.misc,3
975,2,sci.space,1
976,1,comp.graphics,2
977,1,comp.graphics,2
978,2,sci.space,3
979,3,talk.religion.misc,3
980,2,sci.space,3
981,2,sci.space,1
982,3,talk.religion.misc,3
983,1,comp.graphics,1
984,2,sci.space,2
985,0,alt.atheism,3
986,2,sci.space,1
987,0,alt.atheism,3
988,0,alt.atheism,3
989,1,comp.graphics,2
990,1,comp.graphics,2
991,1,comp.graphics,3
992,3,talk.religion.misc,3
993,0,alt.atheism,3
994,0,alt.atheism,3
995,0,alt.atheism,3
996,0,alt.atheism,3
997,1,comp.graphics,2
998,1,comp.graphics,2
999,3,talk.religion.misc,3
1000,1,comp.graphics,2
1001,1,comp.graphics,2
1002,3,talk.religion.misc,0
1003,1,comp.graphics,2
1004,2,sci.space,3
1005,3,talk.religion.misc,3
1006,0,alt.atheism,0
1007,3,talk.religion.misc,3
1008,2,sci.space,3
1009,0,alt.atheism,3
1010,2,sci.space,3
1011,3,talk.religion.misc,0
1012,2,sci.space,1
1013,3,talk.religion.misc,3
1014,1,comp.graphics,2
1015,1,comp.graphics,2
1016,2,sci.space,1
1017,1,comp.graphics,3
1018,2,sci.space,1
1019,3,talk.religion.misc,3
1020,2,sci.space,3
1021,1,comp.graphics,2
1022,1,comp.graphics,2
1023,0,alt.atheism,3
1024,0,alt.atheism,0
1025,3,talk.religion.misc,3
1026,2,sci.space,1
1027,1,comp.graphics,2
1028,1,comp.graphics,2
1029,1,comp.graphics,2
1030,2,sci.space,1
1031,1,comp.graphics,3
1032,3,talk.religion.misc,3
1033,2,sci.space,3
1034,1,comp.graphics,2
1035,0,alt.atheism,3
1036,1,comp.graphics,2
1037,1,comp.graphics,2
1038,2,sci.space,1
1039,0,alt.atheism,3
1040,0,alt.atheism,3
1041,0,alt.atheism,3
1042,3,talk.religion.misc,3
1043,0,alt.atheism,3
1044,3,talk.religion.misc,3
1045,0,alt.atheism,3
1046,2,sci.space,1
1047,3,talk.religion.misc,3
1048,2,sci.space,1
1049,1,comp.graphics,2
1050,1,comp.graphics,2
1051,0,alt.atheism,3
1052,1,comp.graphics,2
1053,2,sci.space,1
1054,2,sci.space,1
1055,3,talk.religion.misc,3
1056,1,comp.graphics,2
1057,3,talk.religion.misc,3
1058,0,alt.atheism,3
1059,1,comp.graphics,2
1060,1,comp.graphics,2
1061,0,alt.atheism,0
1062,0,alt.atheism,3
1063,1,comp.graphics,3
1064,2,sci.space,1
1065,0,alt.atheism,3
1066,1,comp.graphics,3
1067,0,alt.atheism,0
1068,0,alt.atheism,3
1069,1,comp.graphics,2
1070,0,alt.atheism,3
1071,2,sci.space,3
1072,1,comp.graphics,2
1073,1,comp.graphics,2
1074,2,sci.space,1
1075,0,alt.atheism,3
1076,0,alt.atheism,1
1077,1,comp.graphics,2
1078,0,alt.atheism,3
1079,3,talk.religion.misc,3
1080,0,alt.atheism,3
1081,1,comp.graphics,2
1082,3,talk.religion.misc,0
